[0.000000] (-) TimerEvent: {}
[0.000875] (-) JobUnselected: {'identifier': 'behavior_velocity_planner'}
[0.000882] (-) JobUnselected: {'identifier': 'bluetooth_monitor'}
[0.000890] (-) JobUnselected: {'identifier': 'camera_description'}
[0.000897] (-) JobUnselected: {'identifier': 'common_awsim_sensor_launch'}
[0.000905] (-) JobUnselected: {'identifier': 'common_sensor_launch'}
[0.000913] (-) JobUnselected: {'identifier': 'compare_map_segmentation'}
[0.000921] (-) JobUnselected: {'identifier': 'component_interface_specs'}
[0.000928] (-) JobUnselected: {'identifier': 'component_interface_tools'}
[0.000936] (-) JobUnselected: {'identifier': 'component_interface_utils'}
[0.000943] (-) JobUnselected: {'identifier': 'component_state_monitor'}
[0.000951] (-) JobUnselected: {'identifier': 'control_performance_analysis'}
[0.000959] (-) JobUnselected: {'identifier': 'costmap_generator'}
[0.000966] (-) JobUnselected: {'identifier': 'crosswalk_traffic_light_estimator'}
[0.000974] (-) JobUnselected: {'identifier': 'cuda_utils'}
[0.000982] (-) JobUnselected: {'identifier': 'default_ad_api'}
[0.000989] (-) JobUnselected: {'identifier': 'detected_object_feature_remover'}
[0.000997] (-) JobUnselected: {'identifier': 'detected_object_validation'}
[0.001005] (-) JobUnselected: {'identifier': 'detection_by_tracker'}
[0.001013] (-) JobUnselected: {'identifier': 'diagnostic_converter'}
[0.001020] (-) JobUnselected: {'identifier': 'dummy_diag_publisher'}
[0.001045] (-) JobUnselected: {'identifier': 'dummy_infrastructure'}
[0.001053] (-) JobUnselected: {'identifier': 'dummy_perception_publisher'}
[0.001061] (-) JobUnselected: {'identifier': 'ekf_localizer'}
[0.001069] (-) JobUnselected: {'identifier': 'elevation_map_loader'}
[0.001076] (-) JobUnselected: {'identifier': 'emergency_handler'}
[0.001084] (-) JobUnselected: {'identifier': 'euclidean_cluster'}
[0.001092] (-) JobUnselected: {'identifier': 'external_cmd_converter'}
[0.001100] (-) JobUnselected: {'identifier': 'external_cmd_selector'}
[0.001107] (-) JobUnselected: {'identifier': 'external_velocity_limit_selector'}
[0.001115] (-) JobUnselected: {'identifier': 'fake_test_node'}
[0.001123] (-) JobUnselected: {'identifier': 'fault_injection'}
[0.001130] (-) JobUnselected: {'identifier': 'freespace_planner'}
[0.001138] (-) JobUnselected: {'identifier': 'freespace_planning_algorithms'}
[0.001146] (-) JobUnselected: {'identifier': 'front_vehicle_velocity_estimator'}
[0.001153] (-) JobUnselected: {'identifier': 'generic_type_utility'}
[0.001161] (-) JobUnselected: {'identifier': 'geo_pos_conv'}
[0.001169] (-) JobUnselected: {'identifier': 'global_parameter_loader'}
[0.001177] (-) JobUnselected: {'identifier': 'gnss_poser'}
[0.001184] (-) JobUnselected: {'identifier': 'goal_distance_calculator'}
[0.001192] (-) JobUnselected: {'identifier': 'grid_map_utils'}
[0.001203] (-) JobUnselected: {'identifier': 'ground_segmentation'}
[0.001211] (-) JobUnselected: {'identifier': 'gyro_odometer'}
[0.001219] (-) JobUnselected: {'identifier': 'heatmap_visualizer'}
[0.001226] (-) JobUnselected: {'identifier': 'image_diagnostics'}
[0.001234] (-) JobUnselected: {'identifier': 'image_projection_based_fusion'}
[0.001242] (-) JobUnselected: {'identifier': 'image_transport_decompressor'}
[0.001249] (-) JobUnselected: {'identifier': 'imu_corrector'}
[0.001257] (-) JobUnselected: {'identifier': 'imu_description'}
[0.001265] (-) JobUnselected: {'identifier': 'individual_params'}
[0.001272] (-) JobUnselected: {'identifier': 'initial_pose_button_panel'}
[0.001280] (-) JobUnselected: {'identifier': 'interpolation'}
[0.001288] (-) JobUnselected: {'identifier': 'joy_controller'}
[0.001295] (-) JobUnselected: {'identifier': 'kalman_filter'}
[0.001303] (-) JobUnselected: {'identifier': 'kinematic_evaluator'}
[0.001311] (-) JobUnselected: {'identifier': 'lane_departure_checker'}
[0.001318] (-) JobUnselected: {'identifier': 'lidar_apollo_instance_segmentation'}
[0.001326] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm'}
[0.001334] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm_nodes'}
[0.001341] (-) JobUnselected: {'identifier': 'lidar_centerpoint'}
[0.001349] (-) JobUnselected: {'identifier': 'lidar_centerpoint_tvm'}
[0.001357] (-) JobUnselected: {'identifier': 'livox_description'}
[0.001365] (-) JobUnselected: {'identifier': 'livox_tag_filter'}
[0.001372] (-) JobUnselected: {'identifier': 'localization_error_monitor'}
[0.001380] (-) JobUnselected: {'identifier': 'localization_evaluator'}
[0.001388] (-) JobUnselected: {'identifier': 'map_based_prediction'}
[0.001395] (-) JobUnselected: {'identifier': 'map_height_fitter'}
[0.001403] (-) JobUnselected: {'identifier': 'map_loader'}
[0.001411] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.001418] (-) JobUnselected: {'identifier': 'mission_planner'}
[0.001426] (-) JobUnselected: {'identifier': 'morai_msgs'}
[0.001434] (-) JobUnselected: {'identifier': 'motion_utils'}
[0.001441] (-) JobUnselected: {'identifier': 'motion_velocity_smoother'}
[0.001449] (-) JobUnselected: {'identifier': 'mpc_lateral_controller'}
[0.001457] (-) JobUnselected: {'identifier': 'mrm_comfortable_stop_operator'}
[0.001464] (-) JobUnselected: {'identifier': 'mrm_emergency_stop_operator'}
[0.001472] (-) JobUnselected: {'identifier': 'multi_data_monitor'}
[0.001480] (-) JobUnselected: {'identifier': 'multi_object_tracker'}
[0.001488] (-) JobUnselected: {'identifier': 'mussp'}
[0.001495] (-) JobUnselected: {'identifier': 'ndt_omp'}
[0.001503] (-) JobUnselected: {'identifier': 'ndt_scan_matcher'}
[0.001551] (-) JobUnselected: {'identifier': 'object_merger'}
[0.001559] (-) JobUnselected: {'identifier': 'object_range_splitter'}
[0.001567] (-) JobUnselected: {'identifier': 'obstacle_avoidance_planner'}
[0.001575] (-) JobUnselected: {'identifier': 'obstacle_collision_checker'}
[0.001583] (-) JobUnselected: {'identifier': 'obstacle_cruise_planner'}
[0.001591] (-) JobUnselected: {'identifier': 'obstacle_stop_planner'}
[0.001598] (-) JobUnselected: {'identifier': 'obstacle_velocity_limiter'}
[0.001606] (-) JobUnselected: {'identifier': 'occupancy_grid_map_outlier_filter'}
[0.001614] (-) JobUnselected: {'identifier': 'operation_mode_transition_manager'}
[0.001621] (-) JobUnselected: {'identifier': 'osqp_interface'}
[0.001629] (-) JobUnselected: {'identifier': 'pandar_description'}
[0.001637] (-) JobUnselected: {'identifier': 'path_distance_calculator'}
[0.001645] (-) JobUnselected: {'identifier': 'perception_utils'}
[0.001652] (-) JobUnselected: {'identifier': 'pid_longitudinal_controller'}
[0.001660] (-) JobUnselected: {'identifier': 'planning_debug_tools'}
[0.001668] (-) JobUnselected: {'identifier': 'planning_evaluator'}
[0.001675] (-) JobUnselected: {'identifier': 'planning_validator'}
[0.001683] (-) JobUnselected: {'identifier': 'pointcloud_preprocessor'}
[0.001691] (-) JobUnselected: {'identifier': 'pointcloud_to_laserscan'}
[0.001698] (-) JobUnselected: {'identifier': 'polar_grid'}
[0.001706] (-) JobUnselected: {'identifier': 'pose2twist'}
[0.001714] (-) JobUnselected: {'identifier': 'pose_initializer'}
[0.001721] (-) JobUnselected: {'identifier': 'probabilistic_occupancy_grid_map'}
[0.001729] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.001737] (-) JobUnselected: {'identifier': 'radar_fusion_to_detected_object'}
[0.001745] (-) JobUnselected: {'identifier': 'radar_scan_to_pointcloud2'}
[0.001753] (-) JobUnselected: {'identifier': 'radar_static_pointcloud_filter'}
[0.001761] (-) JobUnselected: {'identifier': 'radar_threshold_filter'}
[0.001769] (-) JobUnselected: {'identifier': 'radar_tracks_msgs_converter'}
[0.001776] (-) JobUnselected: {'identifier': 'raw_vehicle_cmd_converter'}
[0.001784] (-) JobUnselected: {'identifier': 'route_handler'}
[0.001792] (-) JobUnselected: {'identifier': 'rtc_auto_mode_manager'}
[0.001799] (-) JobUnselected: {'identifier': 'rtc_interface'}
[0.001807] (-) JobUnselected: {'identifier': 'rtc_manager_rviz_plugin'}
[0.001815] (-) JobUnselected: {'identifier': 'rtc_replayer'}
[0.001823] (-) JobUnselected: {'identifier': 'sample_vehicle_description'}
[0.001830] (-) JobUnselected: {'identifier': 'sample_vehicle_launch'}
[0.001838] (-) JobUnselected: {'identifier': 'scenario_selector'}
[0.001846] (-) JobUnselected: {'identifier': 'shape_estimation'}
[0.001854] (-) JobUnselected: {'identifier': 'shift_decider'}
[0.001861] (-) JobUnselected: {'identifier': 'signal_processing'}
[0.001869] (-) JobUnselected: {'identifier': 'simple_planning_simulator'}
[0.001877] (-) JobUnselected: {'identifier': 'simulator_compatibility_test'}
[0.001884] (-) JobUnselected: {'identifier': 'static_centerline_optimizer'}
[0.001892] (-) JobUnselected: {'identifier': 'steer_offset_estimator'}
[0.001900] (-) JobUnselected: {'identifier': 'stop_filter'}
[0.001907] (-) JobUnselected: {'identifier': 'surround_obstacle_checker'}
[0.001915] (-) JobUnselected: {'identifier': 'system_error_monitor'}
[0.001923] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.001930] (-) JobUnselected: {'identifier': 'tamagawa_imu_driver'}
[0.001938] (-) JobUnselected: {'identifier': 'tensorrt_common'}
[0.001946] (-) JobUnselected: {'identifier': 'tensorrt_yolo'}
[0.001953] (-) JobUnselected: {'identifier': 'tensorrt_yolox'}
[0.001961] (-) JobUnselected: {'identifier': 'tier4_api_msgs'}
[0.001969] (-) JobUnselected: {'identifier': 'tier4_api_utils'}
[0.001976] (-) JobUnselected: {'identifier': 'tier4_auto_msgs_converter'}
[0.001984] (-) JobUnselected: {'identifier': 'tier4_automatic_goal_rviz_plugin'}
[0.001992] (-) JobUnselected: {'identifier': 'tier4_autoware_api_launch'}
[0.002000] (-) JobUnselected: {'identifier': 'tier4_autoware_utils'}
[0.002009] (-) JobUnselected: {'identifier': 'tier4_calibration_rviz_plugin'}
[0.002017] (-) JobUnselected: {'identifier': 'tier4_control_launch'}
[0.002024] (-) JobUnselected: {'identifier': 'tier4_control_msgs'}
[0.002032] (-) JobUnselected: {'identifier': 'tier4_control_rviz_plugin'}
[0.002040] (-) JobUnselected: {'identifier': 'tier4_datetime_rviz_plugin'}
[0.002048] (-) JobUnselected: {'identifier': 'tier4_debug_msgs'}
[0.002055] (-) JobUnselected: {'identifier': 'tier4_debug_rviz_plugin'}
[0.002063] (-) JobUnselected: {'identifier': 'tier4_debug_tools'}
[0.002071] (-) JobUnselected: {'identifier': 'tier4_external_api_msgs'}
[0.002078] (-) JobUnselected: {'identifier': 'tier4_hmi_msgs'}
[0.002086] (-) JobUnselected: {'identifier': 'tier4_localization_launch'}
[0.002094] (-) JobUnselected: {'identifier': 'tier4_localization_msgs'}
[0.002101] (-) JobUnselected: {'identifier': 'tier4_localization_rviz_plugin'}
[0.002109] (-) JobUnselected: {'identifier': 'tier4_map_launch'}
[0.002116] (-) JobUnselected: {'identifier': 'tier4_pcl_extensions'}
[0.002124] (-) JobUnselected: {'identifier': 'tier4_perception_launch'}
[0.002132] (-) JobUnselected: {'identifier': 'tier4_perception_msgs'}
[0.002139] (-) JobUnselected: {'identifier': 'tier4_perception_rviz_plugin'}
[0.002147] (-) JobUnselected: {'identifier': 'tier4_planning_launch'}
[0.002155] (-) JobUnselected: {'identifier': 'tier4_planning_msgs'}
[0.002162] (-) JobUnselected: {'identifier': 'tier4_planning_rviz_plugin'}
[0.002170] (-) JobUnselected: {'identifier': 'tier4_rtc_msgs'}
[0.002177] (-) JobUnselected: {'identifier': 'tier4_screen_capture_rviz_plugin'}
[0.002185] (-) JobUnselected: {'identifier': 'tier4_sensing_launch'}
[0.002193] (-) JobUnselected: {'identifier': 'tier4_simulated_clock_rviz_plugin'}
[0.002200] (-) JobUnselected: {'identifier': 'tier4_simulation_msgs'}
[0.002208] (-) JobUnselected: {'identifier': 'tier4_simulator_launch'}
[0.002216] (-) JobUnselected: {'identifier': 'tier4_state_rviz_plugin'}
[0.002223] (-) JobUnselected: {'identifier': 'tier4_system_launch'}
[0.002231] (-) JobUnselected: {'identifier': 'tier4_system_msgs'}
[0.002238] (-) JobUnselected: {'identifier': 'tier4_traffic_light_rviz_plugin'}
[0.002246] (-) JobUnselected: {'identifier': 'tier4_v2x_msgs'}
[0.002254] (-) JobUnselected: {'identifier': 'tier4_vehicle_launch'}
[0.002261] (-) JobUnselected: {'identifier': 'tier4_vehicle_msgs'}
[0.002269] (-) JobUnselected: {'identifier': 'tier4_vehicle_rviz_plugin'}
[0.002277] (-) JobUnselected: {'identifier': 'time_utils'}
[0.002284] (-) JobUnselected: {'identifier': 'topic_state_monitor'}
[0.002292] (-) JobUnselected: {'identifier': 'traffic_light_classifier'}
[0.002300] (-) JobUnselected: {'identifier': 'traffic_light_map_based_detector'}
[0.002308] (-) JobUnselected: {'identifier': 'traffic_light_selector'}
[0.002315] (-) JobUnselected: {'identifier': 'traffic_light_ssd_fine_detector'}
[0.002323] (-) JobUnselected: {'identifier': 'traffic_light_visualization'}
[0.002330] (-) JobUnselected: {'identifier': 'trajectory_follower_base'}
[0.002338] (-) JobUnselected: {'identifier': 'trajectory_follower_node'}
[0.002346] (-) JobUnselected: {'identifier': 'trtexec_vendor'}
[0.002353] (-) JobUnselected: {'identifier': 'tvm_utility'}
[0.002361] (-) JobUnselected: {'identifier': 'twist2accel'}
[0.002368] (-) JobUnselected: {'identifier': 'vehicle_cmd_gate'}
[0.002376] (-) JobUnselected: {'identifier': 'vehicle_info_util'}
[0.002384] (-) JobUnselected: {'identifier': 'vehicle_velocity_converter'}
[0.002391] (-) JobUnselected: {'identifier': 'velodyne_description'}
[0.002399] (-) JobUnselected: {'identifier': 'velodyne_driver'}
[0.002406] (-) JobUnselected: {'identifier': 'velodyne_monitor'}
[0.002414] (-) JobUnselected: {'identifier': 'velodyne_msgs'}
[0.002421] (-) JobUnselected: {'identifier': 'velodyne_pointcloud'}
[0.002429] (-) JobUnselected: {'identifier': 'vls_description'}
[0.002439] (autoware_auto_geometry_msgs) JobQueued: {'identifier': 'autoware_auto_geometry_msgs', 'dependencies': OrderedDict()}
[0.002454] (autoware_auto_mapping_msgs) JobQueued: {'identifier': 'autoware_auto_mapping_msgs', 'dependencies': OrderedDict()}
[0.002463] (autoware_common_msgs) JobQueued: {'identifier': 'autoware_common_msgs', 'dependencies': OrderedDict()}
[0.002471] (autoware_lint_common) JobQueued: {'identifier': 'autoware_lint_common', 'dependencies': OrderedDict()}
[0.002479] (autoware_auto_planning_msgs) JobQueued: {'identifier': 'autoware_auto_planning_msgs', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs')])}
[0.002491] (autoware_cmake) JobQueued: {'identifier': 'autoware_cmake', 'dependencies': OrderedDict([('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common')])}
[0.002500] (autoware_planning_msgs) JobQueued: {'identifier': 'autoware_planning_msgs', 'dependencies': OrderedDict([('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs')])}
[0.002509] (autoware_utils) JobQueued: {'identifier': 'autoware_utils', 'dependencies': OrderedDict([('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake')])}
[0.002518] (lanelet2_extension) JobQueued: {'identifier': 'lanelet2_extension', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils')])}
[0.002532] (lanelet2_map_preprocessor) JobQueued: {'identifier': 'lanelet2_map_preprocessor', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils'), ('lanelet2_extension', '/home/autoware/aichallenge2023-integration-final-main/install/lanelet2_extension')])}
[0.002548] (autoware_auto_geometry_msgs) JobStarted: {'identifier': 'autoware_auto_geometry_msgs'}
[0.016570] (autoware_auto_mapping_msgs) JobStarted: {'identifier': 'autoware_auto_mapping_msgs'}
[0.027651] (autoware_common_msgs) JobStarted: {'identifier': 'autoware_common_msgs'}
[0.038556] (autoware_lint_common) JobStarted: {'identifier': 'autoware_lint_common'}
[0.050224] (autoware_auto_geometry_msgs) JobProgress: {'identifier': 'autoware_auto_geometry_msgs', 'progress': 'cmake'}
[0.050462] (autoware_auto_geometry_msgs) JobProgress: {'identifier': 'autoware_auto_geometry_msgs', 'progress': 'build'}
