[0.000000] (-) TimerEvent: {}
[0.000434] (-) JobUnselected: {'identifier': 'common_awsim_sensor_launch'}
[0.000441] (-) JobUnselected: {'identifier': 'common_sensor_launch'}
[0.000449] (-) JobUnselected: {'identifier': 'compare_map_segmentation'}
[0.000456] (-) JobUnselected: {'identifier': 'component_interface_specs'}
[0.000464] (-) JobUnselected: {'identifier': 'component_interface_tools'}
[0.000471] (-) JobUnselected: {'identifier': 'component_interface_utils'}
[0.000479] (-) JobUnselected: {'identifier': 'component_state_monitor'}
[0.000486] (-) JobUnselected: {'identifier': 'control_performance_analysis'}
[0.000494] (-) JobUnselected: {'identifier': 'costmap_generator'}
[0.000501] (-) JobUnselected: {'identifier': 'crosswalk_traffic_light_estimator'}
[0.000509] (-) JobUnselected: {'identifier': 'cuda_utils'}
[0.000516] (-) JobUnselected: {'identifier': 'default_ad_api'}
[0.000524] (-) JobUnselected: {'identifier': 'detected_object_feature_remover'}
[0.000532] (-) JobUnselected: {'identifier': 'detected_object_validation'}
[0.000539] (-) JobUnselected: {'identifier': 'detection_by_tracker'}
[0.000547] (-) JobUnselected: {'identifier': 'diagnostic_converter'}
[0.000554] (-) JobUnselected: {'identifier': 'dummy_diag_publisher'}
[0.000782] (-) JobUnselected: {'identifier': 'dummy_infrastructure'}
[0.000790] (-) JobUnselected: {'identifier': 'dummy_perception_publisher'}
[0.000798] (-) JobUnselected: {'identifier': 'ekf_localizer'}
[0.000806] (-) JobUnselected: {'identifier': 'elevation_map_loader'}
[0.000814] (-) JobUnselected: {'identifier': 'emergency_handler'}
[0.000821] (-) JobUnselected: {'identifier': 'euclidean_cluster'}
[0.000829] (-) JobUnselected: {'identifier': 'external_cmd_converter'}
[0.000836] (-) JobUnselected: {'identifier': 'external_cmd_selector'}
[0.000844] (-) JobUnselected: {'identifier': 'external_velocity_limit_selector'}
[0.000852] (-) JobUnselected: {'identifier': 'fake_test_node'}
[0.000860] (-) JobUnselected: {'identifier': 'fault_injection'}
[0.000867] (-) JobUnselected: {'identifier': 'freespace_planner'}
[0.000875] (-) JobUnselected: {'identifier': 'freespace_planning_algorithms'}
[0.000882] (-) JobUnselected: {'identifier': 'front_vehicle_velocity_estimator'}
[0.000890] (-) JobUnselected: {'identifier': 'generic_type_utility'}
[0.000898] (-) JobUnselected: {'identifier': 'geo_pos_conv'}
[0.000905] (-) JobUnselected: {'identifier': 'global_parameter_loader'}
[0.000913] (-) JobUnselected: {'identifier': 'gnss_poser'}
[0.000921] (-) JobUnselected: {'identifier': 'goal_distance_calculator'}
[0.000928] (-) JobUnselected: {'identifier': 'grid_map_utils'}
[0.000939] (-) JobUnselected: {'identifier': 'ground_segmentation'}
[0.000947] (-) JobUnselected: {'identifier': 'gyro_odometer'}
[0.000955] (-) JobUnselected: {'identifier': 'heatmap_visualizer'}
[0.000962] (-) JobUnselected: {'identifier': 'image_diagnostics'}
[0.000970] (-) JobUnselected: {'identifier': 'image_projection_based_fusion'}
[0.000978] (-) JobUnselected: {'identifier': 'image_transport_decompressor'}
[0.000986] (-) JobUnselected: {'identifier': 'imu_corrector'}
[0.000993] (-) JobUnselected: {'identifier': 'imu_description'}
[0.001001] (-) JobUnselected: {'identifier': 'individual_params'}
[0.001009] (-) JobUnselected: {'identifier': 'initial_pose_button_panel'}
[0.001016] (-) JobUnselected: {'identifier': 'interpolation'}
[0.001024] (-) JobUnselected: {'identifier': 'joy_controller'}
[0.001031] (-) JobUnselected: {'identifier': 'kalman_filter'}
[0.001039] (-) JobUnselected: {'identifier': 'kinematic_evaluator'}
[0.001047] (-) JobUnselected: {'identifier': 'lane_departure_checker'}
[0.001054] (-) JobUnselected: {'identifier': 'lidar_apollo_instance_segmentation'}
[0.001062] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm'}
[0.001069] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm_nodes'}
[0.001077] (-) JobUnselected: {'identifier': 'lidar_centerpoint'}
[0.001085] (-) JobUnselected: {'identifier': 'lidar_centerpoint_tvm'}
[0.001092] (-) JobUnselected: {'identifier': 'livox_description'}
[0.001100] (-) JobUnselected: {'identifier': 'livox_tag_filter'}
[0.001108] (-) JobUnselected: {'identifier': 'localization_error_monitor'}
[0.001115] (-) JobUnselected: {'identifier': 'localization_evaluator'}
[0.001123] (-) JobUnselected: {'identifier': 'map_based_prediction'}
[0.001131] (-) JobUnselected: {'identifier': 'map_height_fitter'}
[0.001138] (-) JobUnselected: {'identifier': 'map_loader'}
[0.001146] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.001153] (-) JobUnselected: {'identifier': 'mission_planner'}
[0.001161] (-) JobUnselected: {'identifier': 'morai_msgs'}
[0.001169] (-) JobUnselected: {'identifier': 'motion_utils'}
[0.001176] (-) JobUnselected: {'identifier': 'motion_velocity_smoother'}
[0.001184] (-) JobUnselected: {'identifier': 'mpc_lateral_controller'}
[0.001191] (-) JobUnselected: {'identifier': 'mrm_comfortable_stop_operator'}
[0.001199] (-) JobUnselected: {'identifier': 'mrm_emergency_stop_operator'}
[0.001207] (-) JobUnselected: {'identifier': 'multi_data_monitor'}
[0.001214] (-) JobUnselected: {'identifier': 'multi_object_tracker'}
[0.001222] (-) JobUnselected: {'identifier': 'mussp'}
[0.001230] (-) JobUnselected: {'identifier': 'ndt_omp'}
[0.001238] (-) JobUnselected: {'identifier': 'ndt_scan_matcher'}
[0.001283] (-) JobUnselected: {'identifier': 'object_merger'}
[0.001291] (-) JobUnselected: {'identifier': 'object_range_splitter'}
[0.001299] (-) JobUnselected: {'identifier': 'obstacle_avoidance_planner'}
[0.001307] (-) JobUnselected: {'identifier': 'obstacle_collision_checker'}
[0.001315] (-) JobUnselected: {'identifier': 'obstacle_cruise_planner'}
[0.001322] (-) JobUnselected: {'identifier': 'obstacle_stop_planner'}
[0.001330] (-) JobUnselected: {'identifier': 'obstacle_velocity_limiter'}
[0.001337] (-) JobUnselected: {'identifier': 'occupancy_grid_map_outlier_filter'}
[0.001345] (-) JobUnselected: {'identifier': 'operation_mode_transition_manager'}
[0.001352] (-) JobUnselected: {'identifier': 'osqp_interface'}
[0.001360] (-) JobUnselected: {'identifier': 'pandar_description'}
[0.001368] (-) JobUnselected: {'identifier': 'path_distance_calculator'}
[0.001375] (-) JobUnselected: {'identifier': 'perception_utils'}
[0.001383] (-) JobUnselected: {'identifier': 'pid_longitudinal_controller'}
[0.001390] (-) JobUnselected: {'identifier': 'planning_debug_tools'}
[0.001398] (-) JobUnselected: {'identifier': 'planning_evaluator'}
[0.001406] (-) JobUnselected: {'identifier': 'planning_validator'}
[0.001413] (-) JobUnselected: {'identifier': 'pointcloud_preprocessor'}
[0.001421] (-) JobUnselected: {'identifier': 'pointcloud_to_laserscan'}
[0.001428] (-) JobUnselected: {'identifier': 'polar_grid'}
[0.001436] (-) JobUnselected: {'identifier': 'pose2twist'}
[0.001444] (-) JobUnselected: {'identifier': 'pose_initializer'}
[0.001451] (-) JobUnselected: {'identifier': 'probabilistic_occupancy_grid_map'}
[0.001459] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.001466] (-) JobUnselected: {'identifier': 'radar_fusion_to_detected_object'}
[0.001475] (-) JobUnselected: {'identifier': 'radar_scan_to_pointcloud2'}
[0.001483] (-) JobUnselected: {'identifier': 'radar_static_pointcloud_filter'}
[0.001491] (-) JobUnselected: {'identifier': 'radar_threshold_filter'}
[0.001498] (-) JobUnselected: {'identifier': 'radar_tracks_msgs_converter'}
[0.001506] (-) JobUnselected: {'identifier': 'raw_vehicle_cmd_converter'}
[0.001513] (-) JobUnselected: {'identifier': 'route_handler'}
[0.001521] (-) JobUnselected: {'identifier': 'rtc_auto_mode_manager'}
[0.001529] (-) JobUnselected: {'identifier': 'rtc_interface'}
[0.001536] (-) JobUnselected: {'identifier': 'rtc_manager_rviz_plugin'}
[0.001544] (-) JobUnselected: {'identifier': 'rtc_replayer'}
[0.001551] (-) JobUnselected: {'identifier': 'sample_vehicle_description'}
[0.001559] (-) JobUnselected: {'identifier': 'sample_vehicle_launch'}
[0.001566] (-) JobUnselected: {'identifier': 'scenario_selector'}
[0.001574] (-) JobUnselected: {'identifier': 'shape_estimation'}
[0.001581] (-) JobUnselected: {'identifier': 'shift_decider'}
[0.001589] (-) JobUnselected: {'identifier': 'signal_processing'}
[0.001596] (-) JobUnselected: {'identifier': 'simple_planning_simulator'}
[0.001604] (-) JobUnselected: {'identifier': 'simulator_compatibility_test'}
[0.001612] (-) JobUnselected: {'identifier': 'static_centerline_optimizer'}
[0.001619] (-) JobUnselected: {'identifier': 'steer_offset_estimator'}
[0.001627] (-) JobUnselected: {'identifier': 'stop_filter'}
[0.001634] (-) JobUnselected: {'identifier': 'surround_obstacle_checker'}
[0.001642] (-) JobUnselected: {'identifier': 'system_error_monitor'}
[0.001650] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.001657] (-) JobUnselected: {'identifier': 'tamagawa_imu_driver'}
[0.001665] (-) JobUnselected: {'identifier': 'tensorrt_common'}
[0.001672] (-) JobUnselected: {'identifier': 'tensorrt_yolo'}
[0.001680] (-) JobUnselected: {'identifier': 'tensorrt_yolox'}
[0.001687] (-) JobUnselected: {'identifier': 'tier4_api_msgs'}
[0.001695] (-) JobUnselected: {'identifier': 'tier4_api_utils'}
[0.001703] (-) JobUnselected: {'identifier': 'tier4_auto_msgs_converter'}
[0.001710] (-) JobUnselected: {'identifier': 'tier4_automatic_goal_rviz_plugin'}
[0.001718] (-) JobUnselected: {'identifier': 'tier4_autoware_api_launch'}
[0.001725] (-) JobUnselected: {'identifier': 'tier4_autoware_utils'}
[0.001738] (-) JobUnselected: {'identifier': 'tier4_calibration_rviz_plugin'}
[0.001746] (-) JobUnselected: {'identifier': 'tier4_control_launch'}
[0.001753] (-) JobUnselected: {'identifier': 'tier4_control_msgs'}
[0.001761] (-) JobUnselected: {'identifier': 'tier4_control_rviz_plugin'}
[0.001768] (-) JobUnselected: {'identifier': 'tier4_datetime_rviz_plugin'}
[0.001776] (-) JobUnselected: {'identifier': 'tier4_debug_msgs'}
[0.001784] (-) JobUnselected: {'identifier': 'tier4_debug_rviz_plugin'}
[0.001791] (-) JobUnselected: {'identifier': 'tier4_debug_tools'}
[0.001799] (-) JobUnselected: {'identifier': 'tier4_external_api_msgs'}
[0.001806] (-) JobUnselected: {'identifier': 'tier4_hmi_msgs'}
[0.001814] (-) JobUnselected: {'identifier': 'tier4_localization_launch'}
[0.001822] (-) JobUnselected: {'identifier': 'tier4_localization_msgs'}
[0.001829] (-) JobUnselected: {'identifier': 'tier4_localization_rviz_plugin'}
[0.001837] (-) JobUnselected: {'identifier': 'tier4_map_launch'}
[0.001844] (-) JobUnselected: {'identifier': 'tier4_pcl_extensions'}
[0.001852] (-) JobUnselected: {'identifier': 'tier4_perception_launch'}
[0.001860] (-) JobUnselected: {'identifier': 'tier4_perception_msgs'}
[0.001867] (-) JobUnselected: {'identifier': 'tier4_perception_rviz_plugin'}
[0.001875] (-) JobUnselected: {'identifier': 'tier4_planning_launch'}
[0.001883] (-) JobUnselected: {'identifier': 'tier4_planning_msgs'}
[0.001890] (-) JobUnselected: {'identifier': 'tier4_planning_rviz_plugin'}
[0.001898] (-) JobUnselected: {'identifier': 'tier4_rtc_msgs'}
[0.001905] (-) JobUnselected: {'identifier': 'tier4_screen_capture_rviz_plugin'}
[0.001913] (-) JobUnselected: {'identifier': 'tier4_sensing_launch'}
[0.001920] (-) JobUnselected: {'identifier': 'tier4_simulated_clock_rviz_plugin'}
[0.001928] (-) JobUnselected: {'identifier': 'tier4_simulation_msgs'}
[0.001936] (-) JobUnselected: {'identifier': 'tier4_simulator_launch'}
[0.001943] (-) JobUnselected: {'identifier': 'tier4_state_rviz_plugin'}
[0.001951] (-) JobUnselected: {'identifier': 'tier4_system_launch'}
[0.001958] (-) JobUnselected: {'identifier': 'tier4_system_msgs'}
[0.001966] (-) JobUnselected: {'identifier': 'tier4_traffic_light_rviz_plugin'}
[0.001974] (-) JobUnselected: {'identifier': 'tier4_v2x_msgs'}
[0.001981] (-) JobUnselected: {'identifier': 'tier4_vehicle_launch'}
[0.001989] (-) JobUnselected: {'identifier': 'tier4_vehicle_msgs'}
[0.001997] (-) JobUnselected: {'identifier': 'tier4_vehicle_rviz_plugin'}
[0.002004] (-) JobUnselected: {'identifier': 'time_utils'}
[0.002012] (-) JobUnselected: {'identifier': 'topic_state_monitor'}
[0.002019] (-) JobUnselected: {'identifier': 'traffic_light_classifier'}
[0.002027] (-) JobUnselected: {'identifier': 'traffic_light_map_based_detector'}
[0.002034] (-) JobUnselected: {'identifier': 'traffic_light_selector'}
[0.002042] (-) JobUnselected: {'identifier': 'traffic_light_ssd_fine_detector'}
[0.002050] (-) JobUnselected: {'identifier': 'traffic_light_visualization'}
[0.002057] (-) JobUnselected: {'identifier': 'trajectory_follower_base'}
[0.002065] (-) JobUnselected: {'identifier': 'trajectory_follower_node'}
[0.002072] (-) JobUnselected: {'identifier': 'trtexec_vendor'}
[0.002080] (-) JobUnselected: {'identifier': 'tvm_utility'}
[0.002087] (-) JobUnselected: {'identifier': 'twist2accel'}
[0.002095] (-) JobUnselected: {'identifier': 'vehicle_cmd_gate'}
[0.002106] (-) JobUnselected: {'identifier': 'vehicle_info_util'}
[0.002114] (-) JobUnselected: {'identifier': 'vehicle_velocity_converter'}
[0.002121] (-) JobUnselected: {'identifier': 'velodyne_description'}
[0.002129] (-) JobUnselected: {'identifier': 'velodyne_driver'}
[0.002137] (-) JobUnselected: {'identifier': 'velodyne_monitor'}
[0.002144] (-) JobUnselected: {'identifier': 'velodyne_msgs'}
[0.002152] (-) JobUnselected: {'identifier': 'velodyne_pointcloud'}
[0.002160] (-) JobUnselected: {'identifier': 'vls_description'}
[0.002169] (autoware_auto_geometry_msgs) JobQueued: {'identifier': 'autoware_auto_geometry_msgs', 'dependencies': OrderedDict()}
[0.002184] (autoware_auto_mapping_msgs) JobQueued: {'identifier': 'autoware_auto_mapping_msgs', 'dependencies': OrderedDict()}
[0.002193] (autoware_common_msgs) JobQueued: {'identifier': 'autoware_common_msgs', 'dependencies': OrderedDict()}
[0.002201] (autoware_lint_common) JobQueued: {'identifier': 'autoware_lint_common', 'dependencies': OrderedDict()}
[0.002209] (autoware_auto_planning_msgs) JobQueued: {'identifier': 'autoware_auto_planning_msgs', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs')])}
[0.002221] (autoware_cmake) JobQueued: {'identifier': 'autoware_cmake', 'dependencies': OrderedDict([('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common')])}
[0.002230] (autoware_planning_msgs) JobQueued: {'identifier': 'autoware_planning_msgs', 'dependencies': OrderedDict([('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs')])}
[0.002238] (autoware_utils) JobQueued: {'identifier': 'autoware_utils', 'dependencies': OrderedDict([('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake')])}
[0.002247] (lanelet2_extension) JobQueued: {'identifier': 'lanelet2_extension', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils')])}
[0.002260] (lanelet2_map_preprocessor) JobQueued: {'identifier': 'lanelet2_map_preprocessor', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils'), ('lanelet2_extension', '/home/autoware/aichallenge2023-integration-final-main/install/lanelet2_extension')])}
[0.002276] (autoware_auto_geometry_msgs) JobStarted: {'identifier': 'autoware_auto_geometry_msgs'}
[0.015898] (autoware_auto_mapping_msgs) JobStarted: {'identifier': 'autoware_auto_mapping_msgs'}
[0.025655] (autoware_common_msgs) JobStarted: {'identifier': 'autoware_common_msgs'}
[0.037840] (autoware_lint_common) JobStarted: {'identifier': 'autoware_lint_common'}
[0.049238] (autoware_auto_geometry_msgs) JobProgress: {'identifier': 'autoware_auto_geometry_msgs', 'progress': 'cmake'}
