[0.000000] (-) TimerEvent: {}
[0.000576] (-) JobUnselected: {'identifier': 'ekf_localizer'}
[0.000584] (-) JobUnselected: {'identifier': 'elevation_map_loader'}
[0.000592] (-) JobUnselected: {'identifier': 'emergency_handler'}
[0.000600] (-) JobUnselected: {'identifier': 'euclidean_cluster'}
[0.000608] (-) JobUnselected: {'identifier': 'external_cmd_converter'}
[0.000616] (-) JobUnselected: {'identifier': 'external_cmd_selector'}
[0.000624] (-) JobUnselected: {'identifier': 'external_velocity_limit_selector'}
[0.000632] (-) JobUnselected: {'identifier': 'fake_test_node'}
[0.000640] (-) JobUnselected: {'identifier': 'fault_injection'}
[0.000648] (-) JobUnselected: {'identifier': 'freespace_planner'}
[0.000656] (-) JobUnselected: {'identifier': 'freespace_planning_algorithms'}
[0.000663] (-) JobUnselected: {'identifier': 'front_vehicle_velocity_estimator'}
[0.000671] (-) JobUnselected: {'identifier': 'generic_type_utility'}
[0.000679] (-) JobUnselected: {'identifier': 'geo_pos_conv'}
[0.000687] (-) JobUnselected: {'identifier': 'global_parameter_loader'}
[0.000695] (-) JobUnselected: {'identifier': 'gnss_poser'}
[0.000703] (-) JobUnselected: {'identifier': 'goal_distance_calculator'}
[0.000711] (-) JobUnselected: {'identifier': 'grid_map_utils'}
[0.000722] (-) JobUnselected: {'identifier': 'ground_segmentation'}
[0.000730] (-) JobUnselected: {'identifier': 'gyro_odometer'}
[0.000738] (-) JobUnselected: {'identifier': 'heatmap_visualizer'}
[0.000746] (-) JobUnselected: {'identifier': 'image_diagnostics'}
[0.000753] (-) JobUnselected: {'identifier': 'image_projection_based_fusion'}
[0.000761] (-) JobUnselected: {'identifier': 'image_transport_decompressor'}
[0.000769] (-) JobUnselected: {'identifier': 'imu_corrector'}
[0.000777] (-) JobUnselected: {'identifier': 'imu_description'}
[0.000785] (-) JobUnselected: {'identifier': 'individual_params'}
[0.000793] (-) JobUnselected: {'identifier': 'initial_pose_button_panel'}
[0.000801] (-) JobUnselected: {'identifier': 'interpolation'}
[0.000809] (-) JobUnselected: {'identifier': 'joy_controller'}
[0.000817] (-) JobUnselected: {'identifier': 'kalman_filter'}
[0.000824] (-) JobUnselected: {'identifier': 'kinematic_evaluator'}
[0.000832] (-) JobUnselected: {'identifier': 'lane_departure_checker'}
[0.000840] (-) JobUnselected: {'identifier': 'lidar_apollo_instance_segmentation'}
[0.000848] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm'}
[0.000856] (-) JobUnselected: {'identifier': 'lidar_apollo_segmentation_tvm_nodes'}
[0.000864] (-) JobUnselected: {'identifier': 'lidar_centerpoint'}
[0.000872] (-) JobUnselected: {'identifier': 'lidar_centerpoint_tvm'}
[0.000880] (-) JobUnselected: {'identifier': 'livox_description'}
[0.000887] (-) JobUnselected: {'identifier': 'livox_tag_filter'}
[0.000895] (-) JobUnselected: {'identifier': 'localization_error_monitor'}
[0.000903] (-) JobUnselected: {'identifier': 'localization_evaluator'}
[0.000911] (-) JobUnselected: {'identifier': 'map_based_prediction'}
[0.000919] (-) JobUnselected: {'identifier': 'map_height_fitter'}
[0.000927] (-) JobUnselected: {'identifier': 'map_loader'}
[0.000935] (-) JobUnselected: {'identifier': 'map_tf_generator'}
[0.000943] (-) JobUnselected: {'identifier': 'mission_planner'}
[0.000950] (-) JobUnselected: {'identifier': 'morai_msgs'}
[0.000958] (-) JobUnselected: {'identifier': 'motion_utils'}
[0.000966] (-) JobUnselected: {'identifier': 'motion_velocity_smoother'}
[0.000974] (-) JobUnselected: {'identifier': 'mpc_lateral_controller'}
[0.000982] (-) JobUnselected: {'identifier': 'mrm_comfortable_stop_operator'}
[0.000990] (-) JobUnselected: {'identifier': 'mrm_emergency_stop_operator'}
[0.000998] (-) JobUnselected: {'identifier': 'multi_data_monitor'}
[0.001006] (-) JobUnselected: {'identifier': 'multi_object_tracker'}
[0.001014] (-) JobUnselected: {'identifier': 'mussp'}
[0.001021] (-) JobUnselected: {'identifier': 'ndt_omp'}
[0.001029] (-) JobUnselected: {'identifier': 'ndt_scan_matcher'}
[0.001044] (-) JobUnselected: {'identifier': 'object_merger'}
[0.001053] (-) JobUnselected: {'identifier': 'object_range_splitter'}
[0.001061] (-) JobUnselected: {'identifier': 'obstacle_avoidance_planner'}
[0.001069] (-) JobUnselected: {'identifier': 'obstacle_collision_checker'}
[0.001077] (-) JobUnselected: {'identifier': 'obstacle_cruise_planner'}
[0.001085] (-) JobUnselected: {'identifier': 'obstacle_stop_planner'}
[0.001092] (-) JobUnselected: {'identifier': 'obstacle_velocity_limiter'}
[0.001100] (-) JobUnselected: {'identifier': 'occupancy_grid_map_outlier_filter'}
[0.001108] (-) JobUnselected: {'identifier': 'operation_mode_transition_manager'}
[0.001117] (-) JobUnselected: {'identifier': 'osqp_interface'}
[0.001125] (-) JobUnselected: {'identifier': 'pandar_description'}
[0.001133] (-) JobUnselected: {'identifier': 'path_distance_calculator'}
[0.001141] (-) JobUnselected: {'identifier': 'perception_utils'}
[0.001149] (-) JobUnselected: {'identifier': 'pid_longitudinal_controller'}
[0.001157] (-) JobUnselected: {'identifier': 'planning_debug_tools'}
[0.001165] (-) JobUnselected: {'identifier': 'planning_evaluator'}
[0.001173] (-) JobUnselected: {'identifier': 'planning_validator'}
[0.001181] (-) JobUnselected: {'identifier': 'pointcloud_preprocessor'}
[0.001189] (-) JobUnselected: {'identifier': 'pointcloud_to_laserscan'}
[0.001197] (-) JobUnselected: {'identifier': 'polar_grid'}
[0.001205] (-) JobUnselected: {'identifier': 'pose2twist'}
[0.001214] (-) JobUnselected: {'identifier': 'pose_initializer'}
[0.001222] (-) JobUnselected: {'identifier': 'probabilistic_occupancy_grid_map'}
[0.001229] (-) JobUnselected: {'identifier': 'pure_pursuit'}
[0.001237] (-) JobUnselected: {'identifier': 'radar_fusion_to_detected_object'}
[0.001245] (-) JobUnselected: {'identifier': 'radar_scan_to_pointcloud2'}
[0.001253] (-) JobUnselected: {'identifier': 'radar_static_pointcloud_filter'}
[0.001261] (-) JobUnselected: {'identifier': 'radar_threshold_filter'}
[0.001269] (-) JobUnselected: {'identifier': 'radar_tracks_msgs_converter'}
[0.001276] (-) JobUnselected: {'identifier': 'raw_vehicle_cmd_converter'}
[0.001284] (-) JobUnselected: {'identifier': 'route_handler'}
[0.001292] (-) JobUnselected: {'identifier': 'rtc_auto_mode_manager'}
[0.001300] (-) JobUnselected: {'identifier': 'rtc_interface'}
[0.001308] (-) JobUnselected: {'identifier': 'rtc_manager_rviz_plugin'}
[0.001315] (-) JobUnselected: {'identifier': 'rtc_replayer'}
[0.001323] (-) JobUnselected: {'identifier': 'sample_vehicle_description'}
[0.001331] (-) JobUnselected: {'identifier': 'sample_vehicle_launch'}
[0.001338] (-) JobUnselected: {'identifier': 'scenario_selector'}
[0.001346] (-) JobUnselected: {'identifier': 'shape_estimation'}
[0.001354] (-) JobUnselected: {'identifier': 'shift_decider'}
[0.001361] (-) JobUnselected: {'identifier': 'signal_processing'}
[0.001369] (-) JobUnselected: {'identifier': 'simple_planning_simulator'}
[0.001377] (-) JobUnselected: {'identifier': 'simulator_compatibility_test'}
[0.001385] (-) JobUnselected: {'identifier': 'static_centerline_optimizer'}
[0.001392] (-) JobUnselected: {'identifier': 'steer_offset_estimator'}
[0.001400] (-) JobUnselected: {'identifier': 'stop_filter'}
[0.001408] (-) JobUnselected: {'identifier': 'surround_obstacle_checker'}
[0.001415] (-) JobUnselected: {'identifier': 'system_error_monitor'}
[0.001423] (-) JobUnselected: {'identifier': 'system_monitor'}
[0.001431] (-) JobUnselected: {'identifier': 'tamagawa_imu_driver'}
[0.001439] (-) JobUnselected: {'identifier': 'tensorrt_common'}
[0.001446] (-) JobUnselected: {'identifier': 'tensorrt_yolo'}
[0.001454] (-) JobUnselected: {'identifier': 'tensorrt_yolox'}
[0.001462] (-) JobUnselected: {'identifier': 'tier4_api_msgs'}
[0.001470] (-) JobUnselected: {'identifier': 'tier4_api_utils'}
[0.001478] (-) JobUnselected: {'identifier': 'tier4_auto_msgs_converter'}
[0.001486] (-) JobUnselected: {'identifier': 'tier4_automatic_goal_rviz_plugin'}
[0.001493] (-) JobUnselected: {'identifier': 'tier4_autoware_api_launch'}
[0.001501] (-) JobUnselected: {'identifier': 'tier4_autoware_utils'}
[0.001611] (-) JobUnselected: {'identifier': 'tier4_calibration_rviz_plugin'}
[0.001619] (-) JobUnselected: {'identifier': 'tier4_control_launch'}
[0.001627] (-) JobUnselected: {'identifier': 'tier4_control_msgs'}
[0.001635] (-) JobUnselected: {'identifier': 'tier4_control_rviz_plugin'}
[0.001643] (-) JobUnselected: {'identifier': 'tier4_datetime_rviz_plugin'}
[0.001651] (-) JobUnselected: {'identifier': 'tier4_debug_msgs'}
[0.001658] (-) JobUnselected: {'identifier': 'tier4_debug_rviz_plugin'}
[0.001666] (-) JobUnselected: {'identifier': 'tier4_debug_tools'}
[0.001674] (-) JobUnselected: {'identifier': 'tier4_external_api_msgs'}
[0.001681] (-) JobUnselected: {'identifier': 'tier4_hmi_msgs'}
[0.001689] (-) JobUnselected: {'identifier': 'tier4_localization_launch'}
[0.001697] (-) JobUnselected: {'identifier': 'tier4_localization_msgs'}
[0.001704] (-) JobUnselected: {'identifier': 'tier4_localization_rviz_plugin'}
[0.001712] (-) JobUnselected: {'identifier': 'tier4_map_launch'}
[0.001720] (-) JobUnselected: {'identifier': 'tier4_pcl_extensions'}
[0.001728] (-) JobUnselected: {'identifier': 'tier4_perception_launch'}
[0.001736] (-) JobUnselected: {'identifier': 'tier4_perception_msgs'}
[0.001743] (-) JobUnselected: {'identifier': 'tier4_perception_rviz_plugin'}
[0.001751] (-) JobUnselected: {'identifier': 'tier4_planning_launch'}
[0.001759] (-) JobUnselected: {'identifier': 'tier4_planning_msgs'}
[0.001767] (-) JobUnselected: {'identifier': 'tier4_planning_rviz_plugin'}
[0.001774] (-) JobUnselected: {'identifier': 'tier4_rtc_msgs'}
[0.001782] (-) JobUnselected: {'identifier': 'tier4_screen_capture_rviz_plugin'}
[0.001790] (-) JobUnselected: {'identifier': 'tier4_sensing_launch'}
[0.001798] (-) JobUnselected: {'identifier': 'tier4_simulated_clock_rviz_plugin'}
[0.001805] (-) JobUnselected: {'identifier': 'tier4_simulation_msgs'}
[0.001813] (-) JobUnselected: {'identifier': 'tier4_simulator_launch'}
[0.001824] (-) JobUnselected: {'identifier': 'tier4_state_rviz_plugin'}
[0.001833] (-) JobUnselected: {'identifier': 'tier4_system_launch'}
[0.001840] (-) JobUnselected: {'identifier': 'tier4_system_msgs'}
[0.001848] (-) JobUnselected: {'identifier': 'tier4_traffic_light_rviz_plugin'}
[0.001856] (-) JobUnselected: {'identifier': 'tier4_v2x_msgs'}
[0.001863] (-) JobUnselected: {'identifier': 'tier4_vehicle_launch'}
[0.001871] (-) JobUnselected: {'identifier': 'tier4_vehicle_msgs'}
[0.001879] (-) JobUnselected: {'identifier': 'tier4_vehicle_rviz_plugin'}
[0.001886] (-) JobUnselected: {'identifier': 'time_utils'}
[0.001894] (-) JobUnselected: {'identifier': 'topic_state_monitor'}
[0.001902] (-) JobUnselected: {'identifier': 'traffic_light_classifier'}
[0.001909] (-) JobUnselected: {'identifier': 'traffic_light_map_based_detector'}
[0.001917] (-) JobUnselected: {'identifier': 'traffic_light_selector'}
[0.001925] (-) JobUnselected: {'identifier': 'traffic_light_ssd_fine_detector'}
[0.001932] (-) JobUnselected: {'identifier': 'traffic_light_visualization'}
[0.001940] (-) JobUnselected: {'identifier': 'trajectory_follower_base'}
[0.001948] (-) JobUnselected: {'identifier': 'trajectory_follower_node'}
[0.001955] (-) JobUnselected: {'identifier': 'trtexec_vendor'}
[0.001963] (-) JobUnselected: {'identifier': 'tvm_utility'}
[0.001971] (-) JobUnselected: {'identifier': 'twist2accel'}
[0.001978] (-) JobUnselected: {'identifier': 'vehicle_cmd_gate'}
[0.001986] (-) JobUnselected: {'identifier': 'vehicle_info_util'}
[0.001994] (-) JobUnselected: {'identifier': 'vehicle_velocity_converter'}
[0.002002] (-) JobUnselected: {'identifier': 'velodyne_description'}
[0.002009] (-) JobUnselected: {'identifier': 'velodyne_driver'}
[0.002017] (-) JobUnselected: {'identifier': 'velodyne_monitor'}
[0.002025] (-) JobUnselected: {'identifier': 'velodyne_msgs'}
[0.002032] (-) JobUnselected: {'identifier': 'velodyne_pointcloud'}
[0.002040] (-) JobUnselected: {'identifier': 'vls_description'}
[0.002050] (autoware_auto_geometry_msgs) JobQueued: {'identifier': 'autoware_auto_geometry_msgs', 'dependencies': OrderedDict()}
[0.002075] (autoware_auto_mapping_msgs) JobQueued: {'identifier': 'autoware_auto_mapping_msgs', 'dependencies': OrderedDict()}
[0.002085] (autoware_common_msgs) JobQueued: {'identifier': 'autoware_common_msgs', 'dependencies': OrderedDict()}
[0.002093] (autoware_lint_common) JobQueued: {'identifier': 'autoware_lint_common', 'dependencies': OrderedDict()}
[0.002101] (autoware_auto_planning_msgs) JobQueued: {'identifier': 'autoware_auto_planning_msgs', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs')])}
[0.002113] (autoware_cmake) JobQueued: {'identifier': 'autoware_cmake', 'dependencies': OrderedDict([('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common')])}
[0.002123] (autoware_planning_msgs) JobQueued: {'identifier': 'autoware_planning_msgs', 'dependencies': OrderedDict([('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs')])}
[0.002132] (autoware_utils) JobQueued: {'identifier': 'autoware_utils', 'dependencies': OrderedDict([('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake')])}
[0.002141] (lanelet2_extension) JobQueued: {'identifier': 'lanelet2_extension', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils')])}
[0.002155] (lanelet2_map_preprocessor) JobQueued: {'identifier': 'lanelet2_map_preprocessor', 'dependencies': OrderedDict([('autoware_auto_geometry_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_geometry_msgs'), ('autoware_auto_mapping_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_mapping_msgs'), ('autoware_common_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_common_msgs'), ('autoware_lint_common', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_lint_common'), ('autoware_auto_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_auto_planning_msgs'), ('autoware_cmake', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_cmake'), ('autoware_planning_msgs', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_planning_msgs'), ('autoware_utils', '/home/autoware/aichallenge2023-integration-final-main/install/autoware_utils'), ('lanelet2_extension', '/home/autoware/aichallenge2023-integration-final-main/install/lanelet2_extension')])}
[0.002169] (autoware_auto_geometry_msgs) JobStarted: {'identifier': 'autoware_auto_geometry_msgs'}
[0.015891] (autoware_auto_mapping_msgs) JobStarted: {'identifier': 'autoware_auto_mapping_msgs'}
[0.026968] (autoware_common_msgs) JobStarted: {'identifier': 'autoware_common_msgs'}
[0.037966] (autoware_lint_common) JobStarted: {'identifier': 'autoware_lint_common'}
[0.049287] (autoware_auto_geometry_msgs) JobProgress: {'identifier': 'autoware_auto_geometry_msgs', 'progress': 'cmake'}
[0.049606] (autoware_auto_geometry_msgs) JobProgress: {'identifier': 'autoware_auto_geometry_msgs', 'progress': 'build'}
